optimizer,lr,batch_size,hidden_dim,valid_acc,test_acc
<class 'torch.optim.adamw.AdamW'>,0.0025,32,256,0.48990825688073397,0.638
<class 'torch.optim.adam.Adam'>,0.01,128,90,0.4889908256880734,0.582
<class 'torch.optim.adamw.AdamW'>,0.0001,64,150,0.4889908256880734,0.588
<class 'torch.optim.adam.Adam'>,0.01,64,180,0.48807339449541287,0.586
<class 'torch.optim.adamw.AdamW'>,0.005,32,150,0.48807339449541287,0.61
<class 'torch.optim.adamw.AdamW'>,0.005,64,150,0.4871559633027523,0.624
<class 'torch.optim.adam.Adam'>,0.0002,32,60,0.4871559633027523,0.574
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,110,0.4871559633027523,0.608
<class 'torch.optim.adam.Adam'>,0.005,64,170,0.48623853211009177,0.648
<class 'torch.optim.adamw.AdamW'>,0.005,16,70,0.48623853211009177,0.558
<class 'torch.optim.adam.Adam'>,0.01,16,120,0.48623853211009177,0.558
<class 'torch.optim.adam.Adam'>,0.01,16,170,0.48623853211009177,0.594
<class 'torch.optim.adagrad.Adagrad'>,0.025,32,256,0.48623853211009177,0.62
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,120,0.4853211009174312,0.634
<class 'torch.optim.adagrad.Adagrad'>,0.005,128,60,0.4853211009174312,0.57
<class 'torch.optim.adamw.AdamW'>,0.0002,32,60,0.4853211009174312,0.576
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,70,0.4853211009174312,0.58
<class 'torch.optim.adamw.AdamW'>,0.0005,128,60,0.48440366972477067,0.592
<class 'torch.optim.adamw.AdamW'>,0.01,64,100,0.48256880733944957,0.628
<class 'torch.optim.adam.Adam'>,0.0005,128,60,0.48256880733944957,0.592
<class 'torch.optim.adam.Adam'>,0.01,128,128,0.48256880733944957,0.594
<class 'torch.optim.adam.Adam'>,0.005,64,150,0.48256880733944957,0.632
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,128,0.48256880733944957,0.57
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,120,0.481651376146789,0.568
<class 'torch.optim.adamw.AdamW'>,0.01,64,150,0.481651376146789,0.636
<class 'torch.optim.adagrad.Adagrad'>,0.0025,64,90,0.48073394495412847,0.566
<class 'torch.optim.adagrad.Adagrad'>,0.005,128,70,0.4798165137614679,0.616
<class 'torch.optim.adamw.AdamW'>,0.005,16,170,0.47889908256880737,0.662
<class 'torch.optim.adamw.AdamW'>,0.0002,128,140,0.47889908256880737,0.606
<class 'torch.optim.adam.Adam'>,0.0002,128,140,0.47889908256880737,0.608
<class 'torch.optim.adamw.AdamW'>,0.0025,64,256,0.4779816513761468,0.57
<class 'torch.optim.adamw.AdamW'>,0.005,16,90,0.47706422018348627,0.594
<class 'torch.optim.adam.Adam'>,0.0001,16,80,0.4761467889908257,0.586
<class 'torch.optim.adamw.AdamW'>,0.005,64,60,0.4743119266055046,0.644
<class 'torch.optim.adamw.AdamW'>,0.0001,16,80,0.4743119266055046,0.586
<class 'torch.optim.adam.Adam'>,0.0001,64,160,0.4724770642201835,0.59
<class 'torch.optim.adamw.AdamW'>,0.0001,64,160,0.4724770642201835,0.59
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,160,0.4724770642201835,0.592
<class 'torch.optim.adam.Adam'>,0.025,128,120,0.47155963302752296,0.56
<class 'torch.optim.adamw.AdamW'>,0.005,32,128,0.47155963302752296,0.58
<class 'torch.optim.adam.Adam'>,0.025,128,100,0.4706422018348624,0.612
<class 'torch.optim.adam.Adam'>,0.01,128,160,0.4706422018348624,0.576
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,110,0.4706422018348624,0.578
<class 'torch.optim.adam.Adam'>,0.01,32,60,0.4706422018348624,0.61
<class 'torch.optim.adamw.AdamW'>,0.005,64,200,0.4688073394495413,0.636
<class 'torch.optim.adamw.AdamW'>,0.002,16,256,0.4688073394495413,0.59
<class 'torch.optim.adam.Adam'>,0.0025,64,256,0.4688073394495413,0.592
<class 'torch.optim.adamw.AdamW'>,0.0001,64,170,0.46788990825688076,0.614
<class 'torch.optim.adam.Adam'>,0.0001,64,170,0.46788990825688076,0.614
<class 'torch.optim.adamw.AdamW'>,0.005,32,70,0.4669724770642202,0.626
<class 'torch.optim.adamw.AdamW'>,0.0001,32,90,0.46605504587155966,0.57
<class 'torch.optim.adamw.AdamW'>,0.0001,128,256,0.46605504587155966,0.58
<class 'torch.optim.adagrad.Adagrad'>,0.002,32,90,0.46605504587155966,0.564
<class 'torch.optim.adamw.AdamW'>,0.0002,128,110,0.46605504587155966,0.566
<class 'torch.optim.adamw.AdamW'>,0.0002,32,70,0.46605504587155966,0.606
<class 'torch.optim.adam.Adam'>,0.0001,32,90,0.46605504587155966,0.57
<class 'torch.optim.adam.Adam'>,0.0002,128,110,0.46605504587155966,0.568
<class 'torch.optim.adam.Adam'>,0.0001,128,256,0.46605504587155966,0.58
<class 'torch.optim.adamw.AdamW'>,0.0001,64,140,0.46605504587155966,0.584
<class 'torch.optim.adam.Adam'>,0.0002,32,70,0.46605504587155966,0.606
<class 'torch.optim.adam.Adam'>,0.0001,64,140,0.4651376146788991,0.584
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,150,0.4651376146788991,0.54
<class 'torch.optim.adamw.AdamW'>,0.005,16,80,0.46422018348623856,0.588
<class 'torch.optim.adamw.AdamW'>,0.01,32,140,0.46238532110091746,0.498
<class 'torch.optim.adamw.AdamW'>,0.005,32,160,0.46238532110091746,0.562
<class 'torch.optim.adamw.AdamW'>,0.025,128,170,0.46238532110091746,0.514
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,150,0.46238532110091746,0.538
<class 'torch.optim.adamw.AdamW'>,0.005,32,256,0.4614678899082569,0.394
<class 'torch.optim.adamw.AdamW'>,0.005,64,170,0.4614678899082569,0.632
<class 'torch.optim.adamw.AdamW'>,0.0002,64,80,0.4596330275229358,0.56
<class 'torch.optim.adamw.AdamW'>,0.01,64,128,0.4596330275229358,0.576
<class 'torch.optim.adamw.AdamW'>,0.0025,16,256,0.4596330275229358,0.57
<class 'torch.optim.adam.Adam'>,0.0002,64,80,0.45871559633027525,0.56
<class 'torch.optim.adamw.AdamW'>,0.0005,128,70,0.4577981651376147,0.568
<class 'torch.optim.adagrad.Adagrad'>,0.0025,32,80,0.4577981651376147,0.584
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,170,0.45688073394495415,0.602
<class 'torch.optim.adam.Adam'>,0.0005,128,70,0.45688073394495415,0.568
<class 'torch.optim.adam.Adam'>,0.0002,128,120,0.45688073394495415,0.574
<class 'torch.optim.adamw.AdamW'>,0.0002,128,120,0.45688073394495415,0.574
<class 'torch.optim.adam.Adam'>,0.0001,64,128,0.45504587155963305,0.528
<class 'torch.optim.adam.Adam'>,0.025,128,160,0.45504587155963305,0.56
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,200,0.45504587155963305,0.522
<class 'torch.optim.adamw.AdamW'>,0.0001,64,128,0.45504587155963305,0.528
<class 'torch.optim.adamw.AdamW'>,0.01,16,80,0.4541284403669725,0.506
<class 'torch.optim.adagrad.Adagrad'>,0.0025,16,70,0.4541284403669725,0.56
<class 'torch.optim.adam.Adam'>,0.01,64,60,0.4522935779816514,0.546
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,180,0.4522935779816514,0.584
<class 'torch.optim.adam.Adam'>,0.01,32,70,0.45137614678899085,0.504
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,180,0.4504587155963303,0.572
<class 'torch.optim.adamw.AdamW'>,0.01,64,256,0.4504587155963303,0.572
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,180,0.4504587155963303,0.588
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,100,0.44954128440366975,0.574
<class 'torch.optim.adam.Adam'>,0.0025,32,170,0.44954128440366975,0.586
<class 'torch.optim.adamw.AdamW'>,0.005,32,140,0.44862385321100917,0.65
<class 'torch.optim.adam.Adam'>,0.005,64,200,0.44862385321100917,0.628
<class 'torch.optim.adamw.AdamW'>,0.025,64,70,0.44770642201834865,0.542
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,128,0.44770642201834865,0.526
<class 'torch.optim.adagrad.Adagrad'>,0.0025,64,80,0.44678899082568807,0.526
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,170,0.44678899082568807,0.564
<class 'torch.optim.adamw.AdamW'>,0.0002,128,128,0.44587155963302755,0.56
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,170,0.44495412844036697,0.62
<class 'torch.optim.adam.Adam'>,0.0002,128,128,0.44495412844036697,0.56
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,180,0.44495412844036697,0.554
<class 'torch.optim.adamw.AdamW'>,0.01,128,150,0.44403669724770645,0.616
<class 'torch.optim.adam.Adam'>,0.0001,16,70,0.44403669724770645,0.548
<class 'torch.optim.adam.Adam'>,0.005,32,160,0.44403669724770645,0.574
<class 'torch.optim.adamw.AdamW'>,0.0001,16,70,0.44311926605504587,0.548
<class 'torch.optim.adagrad.Adagrad'>,0.002,16,80,0.44311926605504587,0.54
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,140,0.44311926605504587,0.572
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,150,0.44128440366972477,0.502
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,90,0.44128440366972477,0.548
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,90,0.44128440366972477,0.538
<class 'torch.optim.adam.Adam'>,0.005,16,110,0.43944954128440367,0.596
<class 'torch.optim.adamw.AdamW'>,0.005,16,160,0.43944954128440367,0.572
<class 'torch.optim.adam.Adam'>,0.01,64,128,0.43944954128440367,0.602
<class 'torch.optim.adamw.AdamW'>,0.01,16,150,0.43853211009174314,0.516
<class 'torch.optim.adam.Adam'>,0.01,64,100,0.43853211009174314,0.582
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,160,0.43669724770642204,0.592
<class 'torch.optim.adamw.AdamW'>,0.01,64,110,0.43669724770642204,0.578
<class 'torch.optim.adam.Adam'>,0.025,128,80,0.43669724770642204,0.576
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,180,0.43669724770642204,0.56
<class 'torch.optim.adamw.AdamW'>,0.01,64,80,0.43669724770642204,0.48
<class 'torch.optim.adamw.AdamW'>,0.0001,16,60,0.43577981651376146,0.514
<class 'torch.optim.adam.Adam'>,0.0001,16,60,0.43577981651376146,0.512
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,170,0.43577981651376146,0.564
<class 'torch.optim.adagrad.Adagrad'>,0.002,16,70,0.43486238532110094,0.524
<class 'torch.optim.adam.Adam'>,0.0002,64,70,0.43394495412844036,0.526
<class 'torch.optim.adamw.AdamW'>,0.0002,64,70,0.43394495412844036,0.526
<class 'torch.optim.adam.Adam'>,0.01,64,110,0.43394495412844036,0.588
<class 'torch.optim.adamw.AdamW'>,0.0001,128,180,0.43211009174311926,0.556
<class 'torch.optim.adam.Adam'>,0.005,128,140,0.43211009174311926,0.606
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,140,0.43119266055045874,0.548
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,256,0.43119266055045874,0.544
<class 'torch.optim.adam.Adam'>,0.0001,128,180,0.43119266055045874,0.556
<class 'torch.optim.adamw.AdamW'>,0.01,128,80,0.43027522935779816,0.548
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,128,0.42935779816513764,0.524
<class 'torch.optim.adam.Adam'>,0.005,32,150,0.42935779816513764,0.578
<class 'torch.optim.adagrad.Adagrad'>,0.0025,16,60,0.42935779816513764,0.512
<class 'torch.optim.adamw.AdamW'>,0.0002,128,100,0.42844036697247706,0.566
<class 'torch.optim.adamw.AdamW'>,0.01,16,180,0.42844036697247706,0.608
<class 'torch.optim.adam.Adam'>,0.0002,128,100,0.42844036697247706,0.566
<class 'torch.optim.adam.Adam'>,0.005,32,140,0.42844036697247706,0.516
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,256,0.42752293577981654,0.542
<class 'torch.optim.adagrad.Adagrad'>,0.0025,32,70,0.42752293577981654,0.534
<class 'torch.optim.adamw.AdamW'>,0.01,128,160,0.42660550458715596,0.522
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,160,0.42660550458715596,0.596
<class 'torch.optim.adagrad.Adagrad'>,0.0025,64,70,0.42477064220183486,0.526
<class 'torch.optim.adam.Adam'>,0.0001,128,200,0.42385321100917434,0.498
<class 'torch.optim.adamw.AdamW'>,0.0001,128,200,0.42385321100917434,0.498
<class 'torch.optim.adam.Adam'>,0.01,16,80,0.42385321100917434,0.404
<class 'torch.optim.adamw.AdamW'>,0.01,32,180,0.42293577981651376,0.504
<class 'torch.optim.adam.Adam'>,0.025,128,150,0.42201834862385323,0.488
<class 'torch.optim.adam.Adam'>,0.01,128,70,0.42110091743119266,0.468
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,110,0.42018348623853213,0.546
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,160,0.41926605504587156,0.53
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,90,0.41926605504587156,0.506
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,140,0.41834862385321103,0.506
<class 'torch.optim.adam.Adam'>,0.005,16,80,0.41559633027522935,0.642
<class 'torch.optim.adamw.AdamW'>,0.0001,64,110,0.41467889908256883,0.548
<class 'torch.optim.adam.Adam'>,0.01,32,80,0.41467889908256883,0.544
<class 'torch.optim.adam.Adam'>,0.0001,64,120,0.41467889908256883,0.514
<class 'torch.optim.adamw.AdamW'>,0.0001,64,120,0.41467889908256883,0.514
<class 'torch.optim.adam.Adam'>,0.0001,64,110,0.41467889908256883,0.548
<class 'torch.optim.adam.Adam'>,0.01,128,180,0.41376146788990825,0.586
<class 'torch.optim.adamw.AdamW'>,0.01,32,100,0.41284403669724773,0.616
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,150,0.41192660550458715,0.458
<class 'torch.optim.adam.Adam'>,0.005,128,160,0.41192660550458715,0.54
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,170,0.41100917431192663,0.544
<class 'torch.optim.adam.Adam'>,0.01,16,180,0.41100917431192663,0.454
<class 'torch.optim.adagrad.Adagrad'>,0.0025,32,60,0.40825688073394495,0.496
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,160,0.40825688073394495,0.518
<class 'torch.optim.adam.Adam'>,0.01,32,110,0.40642201834862385,0.582
<class 'torch.optim.adam.Adam'>,0.0002,64,60,0.40642201834862385,0.51
<class 'torch.optim.adamw.AdamW'>,0.0002,64,60,0.4055045871559633,0.51
<class 'torch.optim.adam.Adam'>,0.005,32,200,0.4055045871559633,0.548
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,110,0.40458715596330275,0.54
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,256,0.40458715596330275,0.51
<class 'torch.optim.adam.Adam'>,0.025,128,90,0.4018348623853211,0.448
<class 'torch.optim.adamw.AdamW'>,0.025,128,90,0.4,0.42
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,256,0.4,0.518
<class 'torch.optim.adam.Adam'>,0.01,32,120,0.39908256880733944,0.542
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,160,0.39908256880733944,0.552
<class 'torch.optim.adam.Adam'>,0.01,32,170,0.3981651376146789,0.548
<class 'torch.optim.adam.Adam'>,0.005,32,180,0.3981651376146789,0.556
<class 'torch.optim.adamw.AdamW'>,0.01,64,70,0.3963302752293578,0.486
<class 'torch.optim.adam.Adam'>,0.01,32,256,0.39541284403669724,0.502
<class 'torch.optim.adamw.AdamW'>,0.005,64,256,0.3944954128440367,0.544
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,120,0.3926605504587156,0.504
<class 'torch.optim.adagrad.Adagrad'>,0.002,32,70,0.3926605504587156,0.498
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,70,0.39174311926605504,0.508
<class 'torch.optim.adagrad.Adagrad'>,0.0025,64,60,0.39174311926605504,0.508
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,140,0.39174311926605504,0.472
<class 'torch.optim.adam.Adam'>,0.01,16,60,0.3908256880733945,0.52
<class 'torch.optim.adamw.AdamW'>,0.005,16,120,0.38990825688073394,0.462
<class 'torch.optim.adam.Adam'>,0.0002,128,90,0.3889908256880734,0.502
<class 'torch.optim.adamw.AdamW'>,0.0002,128,90,0.3889908256880734,0.502
<class 'torch.optim.adam.Adam'>,0.0025,16,256,0.38807339449541284,0.526
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,200,0.3871559633027523,0.458
<class 'torch.optim.adagrad.Adagrad'>,0.002,16,60,0.3871559633027523,0.504
<class 'torch.optim.adamw.AdamW'>,0.01,32,200,0.3871559633027523,0.33
<class 'torch.optim.adamw.AdamW'>,0.025,128,80,0.38623853211009174,0.408
<class 'torch.optim.adamw.AdamW'>,0.01,32,150,0.38623853211009174,0.512
<class 'torch.optim.adamw.AdamW'>,0.0001,32,70,0.3853211009174312,0.496
<class 'torch.optim.adamw.AdamW'>,0.005,64,180,0.38440366972477064,0.566
<class 'torch.optim.adam.Adam'>,0.0001,32,70,0.3834862385321101,0.496
<class 'torch.optim.adamw.AdamW'>,0.005,32,200,0.3834862385321101,0.558
<class 'torch.optim.adamw.AdamW'>,0.0001,128,170,0.38256880733944953,0.524
<class 'torch.optim.adam.Adam'>,0.0001,128,170,0.38256880733944953,0.524
<class 'torch.optim.adam.Adam'>,0.025,32,256,0.38073394495412843,0.492
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,128,0.3798165137614679,0.46
<class 'torch.optim.adamw.AdamW'>,0.025,128,70,0.3798165137614679,0.512
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,256,0.3798165137614679,0.478
<class 'torch.optim.adam.Adam'>,0.025,64,90,0.3798165137614679,0.438
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,110,0.37889908256880733,0.502
<class 'torch.optim.adam.Adam'>,0.01,128,140,0.3779816513761468,0.428
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,120,0.3779816513761468,0.486
<class 'torch.optim.adamw.AdamW'>,0.025,128,60,0.3761467889908257,0.502
<class 'torch.optim.adamw.AdamW'>,0.0001,128,150,0.37522935779816513,0.472
<class 'torch.optim.adam.Adam'>,0.0001,128,150,0.37522935779816513,0.472
<class 'torch.optim.adamw.AdamW'>,0.01,16,60,0.3743119266055046,0.414
<class 'torch.optim.adam.Adam'>,0.025,64,150,0.3743119266055046,0.454
<class 'torch.optim.adamw.AdamW'>,0.0001,32,80,0.37339449541284403,0.496
<class 'torch.optim.adam.Adam'>,0.0001,32,80,0.37339449541284403,0.498
<class 'torch.optim.adagrad.Adagrad'>,0.002,32,60,0.37339449541284403,0.498
<class 'torch.optim.adamw.AdamW'>,0.01,32,110,0.37155963302752293,0.338
<class 'torch.optim.adagrad.Adagrad'>,0.002,32,80,0.37155963302752293,0.496
<class 'torch.optim.adamw.AdamW'>,0.01,128,140,0.37155963302752293,0.42
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,180,0.3706422018348624,0.478
<class 'torch.optim.adamw.AdamW'>,0.0001,128,140,0.3678899082568807,0.472
<class 'torch.optim.adam.Adam'>,0.0001,128,140,0.3678899082568807,0.472
<class 'torch.optim.adam.Adam'>,0.005,32,256,0.3669724770642202,0.434
<class 'torch.optim.adam.Adam'>,0.01,128,150,0.3660550458715596,0.32
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,70,0.3660550458715596,0.468
<class 'torch.optim.adamw.AdamW'>,0.025,64,80,0.3651376146788991,0.382
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,200,0.3651376146788991,0.442
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,180,0.3642201834862385,0.456
<class 'torch.optim.adamw.AdamW'>,0.025,128,150,0.3642201834862385,0.304
<class 'torch.optim.adamw.AdamW'>,0.01,128,256,0.363302752293578,0.398
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,80,0.363302752293578,0.478
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,60,0.3614678899082569,0.48
<class 'torch.optim.adagrad.Adagrad'>,0.025,32,180,0.3614678899082569,0.438
<class 'torch.optim.adam.Adam'>,0.005,32,170,0.3596330275229358,0.46
<class 'torch.optim.adam.Adam'>,0.01,32,90,0.3596330275229358,0.466
<class 'torch.optim.adamw.AdamW'>,0.005,128,256,0.3587155963302752,0.482
<class 'torch.optim.adamw.AdamW'>,0.025,32,120,0.3577981651376147,0.398
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,150,0.3577981651376147,0.42
<class 'torch.optim.adam.Adam'>,0.025,128,170,0.3568807339449541,0.358
<class 'torch.optim.adam.Adam'>,0.005,16,256,0.3559633027522936,0.31
<class 'torch.optim.adamw.AdamW'>,0.0001,64,100,0.3559633027522936,0.464
<class 'torch.optim.adam.Adam'>,0.01,16,128,0.3559633027522936,0.514
<class 'torch.optim.adam.Adam'>,0.005,16,128,0.355045871559633,0.298
<class 'torch.optim.adamw.AdamW'>,0.0001,32,60,0.355045871559633,0.478
<class 'torch.optim.adam.Adam'>,0.0001,32,60,0.355045871559633,0.48
<class 'torch.optim.adam.Adam'>,0.0001,64,100,0.355045871559633,0.462
<class 'torch.optim.adam.Adam'>,0.025,128,60,0.3541284403669725,0.302
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,80,0.3532110091743119,0.48
<class 'torch.optim.adam.Adam'>,0.01,32,150,0.3532110091743119,0.544
<class 'torch.optim.adam.Adam'>,0.005,16,120,0.3522935779816514,0.39
<class 'torch.optim.adam.Adam'>,0.005,16,180,0.3522935779816514,0.47
<class 'torch.optim.adam.Adam'>,0.025,64,70,0.3522935779816514,0.464
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,120,0.3522935779816514,0.444
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,160,0.3513761467889908,0.512
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,200,0.3495412844036697,0.27
<class 'torch.optim.adamw.AdamW'>,0.025,128,110,0.3495412844036697,0.422
<class 'torch.optim.adamw.AdamW'>,0.025,64,128,0.3495412844036697,0.494
<class 'torch.optim.adamw.AdamW'>,0.01,16,100,0.3495412844036697,0.438
<class 'torch.optim.adam.Adam'>,0.025,64,60,0.3486238532110092,0.31
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,256,0.3477064220183486,0.304
<class 'torch.optim.adamw.AdamW'>,0.025,32,200,0.3458715596330275,0.284
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,200,0.3458715596330275,0.428
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,100,0.344954128440367,0.48
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,60,0.344954128440367,0.47
<class 'torch.optim.adam.Adam'>,0.01,32,200,0.3440366972477064,0.278
<class 'torch.optim.adam.Adam'>,0.025,32,70,0.3431192660550459,0.476
<class 'torch.optim.adam.Adam'>,0.0002,128,80,0.3431192660550459,0.454
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,90,0.3431192660550459,0.444
<class 'torch.optim.adamw.AdamW'>,0.01,32,70,0.3431192660550459,0.422
<class 'torch.optim.adamw.AdamW'>,0.0002,128,80,0.3431192660550459,0.454
<class 'torch.optim.adamw.AdamW'>,0.025,32,70,0.3412844036697248,0.284
<class 'torch.optim.adam.Adam'>,0.005,16,150,0.3403669724770642,0.334
<class 'torch.optim.adamw.AdamW'>,0.0001,64,90,0.3403669724770642,0.452
<class 'torch.optim.adam.Adam'>,0.0001,64,90,0.3403669724770642,0.45
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,100,0.3403669724770642,0.478
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,100,0.3394495412844037,0.46
<class 'torch.optim.adam.Adam'>,0.01,16,70,0.3385321100917431,0.454
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,80,0.3376146788990826,0.46
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,128,0.336697247706422,0.45
<class 'torch.optim.adam.Adam'>,0.01,32,160,0.3357798165137615,0.378
<class 'torch.optim.adamw.AdamW'>,0.01,16,110,0.3348623853211009,0.288
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,180,0.3339449541284404,0.458
<class 'torch.optim.adam.Adam'>,0.01,16,200,0.3339449541284404,0.248
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,150,0.3339449541284404,0.432
<class 'torch.optim.adamw.AdamW'>,0.0001,128,160,0.3311926605504587,0.484
<class 'torch.optim.adam.Adam'>,0.0001,128,160,0.3311926605504587,0.484
<class 'torch.optim.adam.Adam'>,0.025,64,80,0.3302752293577982,0.396
<class 'torch.optim.adam.Adam'>,0.01,16,110,0.3293577981651376,0.374
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,90,0.3293577981651376,0.454
<class 'torch.optim.adamw.AdamW'>,0.01,16,90,0.3284403669724771,0.254
<class 'torch.optim.adam.Adam'>,0.025,128,70,0.3284403669724771,0.434
<class 'torch.optim.adamw.AdamW'>,0.025,64,110,0.3275229357798165,0.484
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,128,0.3256880733944954,0.422
<class 'torch.optim.adamw.AdamW'>,0.01,16,70,0.3247706422018349,0.456
<class 'torch.optim.adamw.AdamW'>,0.0001,128,128,0.3247706422018349,0.442
<class 'torch.optim.adam.Adam'>,0.0001,128,128,0.3247706422018349,0.442
<class 'torch.optim.adam.Adam'>,0.0001,128,100,0.3247706422018349,0.442
<class 'torch.optim.adamw.AdamW'>,0.0001,128,100,0.3238532110091743,0.442
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,150,0.3238532110091743,0.406
<class 'torch.optim.adamw.AdamW'>,0.025,64,90,0.3238532110091743,0.388
<class 'torch.optim.adamw.AdamW'>,0.0001,64,80,0.3229357798165138,0.426
<class 'torch.optim.adam.Adam'>,0.0001,64,80,0.3229357798165138,0.426
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,200,0.3229357798165138,0.428
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,100,0.3220183486238532,0.442
<class 'torch.optim.adam.Adam'>,0.025,64,110,0.3220183486238532,0.486
<class 'torch.optim.adam.Adam'>,0.01,16,100,0.3220183486238532,0.456
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,120,0.3211009174311927,0.408
<class 'torch.optim.adam.Adam'>,0.025,32,60,0.3211009174311927,0.434
<class 'torch.optim.adamw.AdamW'>,0.025,128,100,0.3201834862385321,0.47
<class 'torch.optim.adamw.AdamW'>,0.01,16,120,0.3201834862385321,0.376
<class 'torch.optim.adamw.AdamW'>,0.005,16,180,0.3201834862385321,0.438
<class 'torch.optim.adam.Adam'>,0.01,16,150,0.3201834862385321,0.516
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,140,0.3192660550458716,0.42
<class 'torch.optim.adam.Adam'>,0.025,32,160,0.3192660550458716,0.456
<class 'torch.optim.adam.Adam'>,0.025,64,128,0.318348623853211,0.456
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,170,0.318348623853211,0.452
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,160,0.3174311926605505,0.45
<class 'torch.optim.adam.Adam'>,0.0001,64,70,0.3165137614678899,0.428
<class 'torch.optim.adamw.AdamW'>,0.0001,64,70,0.3165137614678899,0.428
<class 'torch.optim.adamw.AdamW'>,0.0002,128,60,0.3165137614678899,0.436
<class 'torch.optim.adam.Adam'>,0.0002,128,60,0.3165137614678899,0.436
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,60,0.3165137614678899,0.446
